bibid,feature
1009245,ความแตกฉานด้านโภชนาการกับพฤติกรรมการบริโภคอาหาร และภาวะโภชนาการของนักเรียนชั้นมัธยมศึกษาปีที่ 3 ในโรงเรียนสังกัดกรุงเทพมหานคร
1027007,"ศึกษาปัจจัยที่ทำให้เกิดการรั่วไหลของกระแสไฟฟ้าในเครื่องตัดจี้ด้วยไฟฟ้าในโรงพยาบาลในเขตพื้นที่บริการสุขภาพที่ 7กระแสไฟฟ้ารั่วไหล , เครื่องตัดจี้ด้วยไฟฟ้า ,ความเป็นฉนวน,Current leakage, Electrosurgical Unit , Insulation"
1027009,"ศึกษาปัญหาระบบสายดินของเต้ารับ หลักดิน และค่าความเป็นฉนวนสายไฟฟ้าของเครื่องมือทางการแพทย์ในห้องผ่าตัดและห้องคลอด ในโรงพยาบาลระบบสายดิน,Grounding System"
1027016,"การศึกษาปริมาณความเข้มข้นของกัมมันตภาพรังสีชนิด 226Ra, 232Th และ 40K ในข้าวหอมมะลิ 105 ที่ปลูกโดยปุ๋ยอินทรีย์และปุ๋ยอนินทรีย์กัมมันตภาพรังสี ข้าวหอมมะลิ 105 ปุ๋ยอินทรีย์ ปุ๋ยอนินทรีย์,Radioactivity, Hom Mali Rice 105, Organic fertilizer"
1027018,"รูปแบบกิจกรรมและเส้นทางการท่องเที่ยวของชุมชนตำบลท่าม่วง  อำเภอเสลภูมิ จังหวัดร้อยเอ็ดรูปแบบกิจกรรม, เส้นทางการท่องเที่ยว, ชุมชน,Tourism Activity Model, Tourism Route, Thamuang Community"
1027023,"การจัดการขยะมูลฝอยแบบมีส่วนร่วมของประชาชนในตำบลท่าม่วง  อำเภอเสลภูมิ  จังหวัดร้อยเอ็ดการจัดการขยะมูลฝอย, การมีส่วนร่วม, ประชาชน,Solid waste management , participation , public."
1027025,"การปรับตัวภายใต้ความเสี่ยงและความเปราะบางของชาวนา ต.ท่าม่วง อ.เสลภูมิ จ.ร้อยเอ็ด ในบริบทของประชาคมอาเซียนความเสี่ยงและความเปราะบาง ความเสี่ยงทางสังคม ความเสี่ยงทางสิ่งแวดล้อม การปรับตัว ประชาคมอาเซียน,risk and vulnerability, social risk, environmental risk adaptation ASEAN Community "
1026958,"การเฝ้าระวังทางวัฒนธรรมของประชาชนในจังหวัดเชียงรายการเฝ้าระวังทางวัฒนธรรม จังหวัดเชียงราย,Cultural surveillance, Chiang Rai Province"
1027027,"การพัฒนาและถ่ายทอดเทคโนโลยีการลอกเยื่อหุ้มเมล็ดถั่วลิสง  กรณีศึกษา : กลุ่มอาชีพแปรูปถั่วลิสงบ้านป่าน ตำบลดงสิงห์ อำเภอจังหาร จังหวัดร้อยเอ็ดถั่วลิสง การแปรรูปถั่วลิสง การถ่ายทอดเทคโนโลยี การฝึกอบรม  ,"
1027032,"การพัฒนารูปแบบการอนุรักษ์สิ่งแวดล้อมของประชาชนในเขตจังหวัดร้อยเอ็ด เพื่อลดภาวะโลกร้อนการพัฒนารูปแบบ, การอนุรักษ์สิ่งแวดล้อม, การลดภาวะโลกร้อน,Model of Development, Conservation Environment, The global warming"
1027034,"การบริหารจัดการสถานศึกษามืออาชีพเพื่อการพัฒนาที่ยั่งยืน บนพื้นฐานของ ทักษะแห่งศตวรรษที่ 21ในกลุ่มจังหวัดร้อยแก่นสารสินธุ์การบริหารจัดการสถานศึกษามืออาชีพ, ทักษะแห่งศตวรรษที่21,กลุ่มจังหวัดร้อยแก่นสารสินธุ์,Professional School-based Management, the 21st Century Skills, ROI KAEN SARN SIN” Cluster Provinces"
1027041,"ความหลากชนิดของพืชสมุนไพรและศักยภาพจากหมอยาพื้นบ้านของกลุ่มชาติพันธุ์ไทลาวและภูไทในจังหวัดกาฬสินธุ์หมอยาพื้นบ้าน, กลุ่มชาติพันธุ์ภูไท, กลุ่มชาติพันธุ์ไทลาว พืชสมุนไพร, โครงสร้างทางเคมี, สารบริสุทธิ์, ฤทธิ์ทางชีวภาพ, สารต้านอนุมูลอิสระ,Traditional healer, Phu-Tai, Tai-Lao, medicinal plant, chemical composition, pure extract, bioactivity, antioxidant"
1027043,"การศึกษาคุณลักษณะของพอลิเมอร์ผสม อัลจิเนต – พอลิไวนิลแอลกอฮอล์ เพื่อประยุกต์ใช้ทางชีวการแพทย์อัลจิเนต, พอลิไวนิลแอลกอฮอล์, พอลิเมอร์เบลนด์, พอลิเมอร์ไฮโดรเจล,Alginate, poly(vinyl alcohol), polymer blend, polymer hydrogel"
1026960,"แนวการพัฒนาทักษะการรู้เท่าทันสื่อเพื่อการดำรงชีวิตที่เหมาะสมของกลุ่มผู้สูงอายุในจังหวัดเชียงรายการรู้เท่าทันสื่อ, ผู้สูงอายุ, จังหวัดเชียงราย,Media Literacy, Elderly, Chiang Rai Province"
1009246,ผลของโปรแกรมการพยาบาลแบบสนับสนุนและให้ความรู้ต่อความสามารถในการดูแลผู้ป่วยโรคหลอดเลือดสมองที่บ้านของผู้ดูแล
1027048,"การพัฒนาห้องปฏิบัติการวิจัยนวัตกรรมอาหาร มหาวิทยาลัยราชภัฏธนบุรี สมุทรปราการ,"
1026988,"การประเมินความต้องการจำเป็นและรูปแบบการพัฒนาทักษะดิจิทัล เพื่อส่งเสริมการเรียนรู้ในศตวรรษที่ 21ความต้องการจำเป็น, รูปแบบการเรียน, ทักษะดิจิทัล, การเรียนรู้ในศตวรรษที่ 21,Needs, Learning Model, Digital Skill, The 21st Century Learning"
1027050,"รูปแบบในการจัดการความหลากหลายทางชีวภาพด้านพันธุ์พืชสมุนไพรและภูมิปัญญาท้องถิ่นไทยโดยการมีส่วนร่วมของชุมชนอย่างยั่งยืน ตำบลนาฝาย อำเภอเมือง จังหวัดชัยภูมิความหลากหลายทางชีวภาพ, พันธุ์พืชสมุนไพร, ภูมิปัญญาท้องถิ่นไทย, การมีส่วนร่วม,Biodiversity, Herbal, Local Intelligence, Participatory"
1027052,"ศึกษาศักยภาพของชุมชนในการพัฒนาความเข้มแข็งเศรษฐกิจฐานรากโดยแนวทางประชารัฐ ตามหลักปรัชญาเศรษฐกิจพอเพียงแบบมีส่วนร่วมในจังหวัดชัยภูมิศักยภาพ,เศรษฐกิจฐานราก,ประชารัฐ,เศรษฐกิจพอเพียง,Potentiality, Economic foundation, Civil state, Sufficiency economy"
1027057,"เทคโนโลยีภูมิสารสนเทศศึกษาการเปลี่ยนแปลงการใช้ประโยชน์ที่ดิน เพื่อบริหารจัดการป่าชุมชนภูกระแตอย่างมีส่วนร่วม อำเภอเกษตรสมบูรณ์จังหวัดชัยภูมิเทคโนโลยีภูมิสารสนเทศ ,บริหารจัดการ ,ป่าชุมชน ,อย่างมีส่วนร่วม,GeoInformatics Technology,cooperative ,managementcommunityForestParticipatory"
1027059,"การพัฒนาเนื้อดินเซรามิกส์ให้เหมาะสำหรับผลิตภัณฑ์เครื่องปั้นดินเผา จากแร่ดินเหนียวสี ตำบลหนองบัวระเหวCeramics,เครื่องปั้นดินเผา"
1026965,"ประสิทธิผลของโปรแกรมการส่งเสริมสุขภาพองค์รวมสำหรับผู้สูงอายุโรค ความดันโลหิตสูงที่มีภาวะกระดูกบาง เขตอำเภอเมือง จังหวัดเชียงรายประสิทธิผล, โปรแกรมส่งเสริมสุขภาพองค์รวม, ผู้สูงอายุ, โรคความดันโลหิตสูง, ภาวะกระดูกบาง.,Effectiveness, Holistic Health program, Elderly, Hypertension, Osteopenia"
1026989,"การศึกษาผลการใช้รูปแบบการเสริมสร้างความเข็มแข็งของชุมชนโดยการมีส่วนร่วมของชุมชนกับสถาบันการศึกษาระดับอุดมศึกษา สังกัดกระทรวงการท่องเที่ยวและกีฬาการเสริมสร้างความเข็มแข็งของชุมชน,การมีส่วนร่วม, สถาบันอุดมศึกษา, ชุมชน,BuildupCommunity, StrengthModel, Participation,HigherEducation, Community"
1026967,"บทบาทของศูนย์เรียนรู้ปรัชญาของเศรษฐกิจพอเพียงและเกษตรทฤษฎีใหม่ประจำตำบลที่มีต่อการพัฒนาคุณภาพชีวิตประชาชนในพื้นที่ตำบลป่าสัก อำเภอภูซาง จังหวัดพะเยาบทบาท ศูนย์เรียนรู้ปรัชญาของเศรษฐกิจพอเพียงและเกษตรทฤษฎีใหม่ประจำตำบล  การพัฒนาคุณภาพชีวิต,Role, The learning center is to demonstrate the philosophy of a sufficient economy and the new theory of agriculture, Quality of life "
1027002,"การพัฒนาระบบแกนนำสุขภาพประจำครอบครัว เขตสนับสนุนบริการสุขภาพที่ 9ระบบแกนนำสุขภาพประจำครอบครัว,Family Health Leader’s system"
1026974,"รูปแบบการพัฒนาทักษะพื้นฐานเพื่อเตรียมความพร้อมสู่การมีงานทำสำหรับบุคคลออทิสติกวัยรุ่นโรคกลุ่มอาการออทิสติก, ความคุ้มค่า, เศรษฐศาสตร์, การส่งเสริมการมีงานทำ,Autism, cost-effectiveness, economics, supported employment"
1027003,"การศึกษาปัจจัยที่ส่งผลต่อการเสียชีวิตของผู้ป่วยฉุกเฉินขณะนำส่งสถานพยาบาลในเขตพื้นที่ 3 จังหวัดชายแดนใต้ปัจจัยที่มีผลต่อการเสียชีวิต หมายถึง ปัจจัยต่างๆโดยเฉพาะความพร้อมของวัสดุอุปกรณ์ที่มีผลต่อการเสียชีวิตของผู้ป่วย รวมทั้งความพร้อมของบุคลากรที่ปฏิบัติงานในการกู้ชีพผู้ป่วยในภาวะฉุกเฉิน ผู้ป่วยฉุกเฉิน หมายถึง ผู้ป่วยหรือผู้ที่ได้รับบาดเจ็บ ซึ่งมีอาการบ่งชี้ว่าจะเป็นอาการที่คุกคามต่อการทำงานของอวัยวะสำคัญ ได้แก่ หัวใจ สมอง การหายใจ ต้องได้รับการรักษาและดูแลติดตามอย่างใกล้ชิด,Factors affecting mortality"
1027066,"การวิเคราะห์ความแข็งแรง แข็งตึงและเสถียรภาพของรถบรรทุกใช้งานเกษตรกรรม: การวิเคราะห์ด้วยระเบียบวิธีไฟไนต์เอลิเมนต์และการทดลองรถใช้งานเกษตรกรรม (รย.15), การวิเคราะห์ความแข็งแรง, การวิเคราะห์ความแข็งตึง, การวิเคราะห์เสถียรภาพ, ระเบียบวิธีไฟไนต์เอลิเมนต์,Agriculture Truck, Strength Analysis, Stiffness Analysis, Stability Analysis, Finite Element Analysis"
1026976,"โครงการศึกษาวิจัยและพัฒนาองค์ความรู้เพื่อยกระดับมาตรฐานและพัฒนากระบวนการยุติธรรมทางอาญา รวมทั้งหลักนิติธรรมของประเทศไทยและประเทศในกลุ่มอาเซียน ระยะที่ 2,"
1027004,"การศึกษาและพัฒนาเครื่องจำลองสัญญาณคลื่นไฟฟ้าหัวใจสัญญาณคลื่นไฟฟ้าหัวใจ, เครื่องจำลองสัญญาณคลื่นไฟฟ้าหัวใจ,ECG, ECG SIMULATOR"
1027068,"การพัฒนาภาวะพฤฒิพลังของผู้สูงอายุโดยใช้ชุมชนเป็นฐาน4.1 การพัฒนาภาวะพฤฒิพลัง 4.2 ผู้สูงอายุ 4.3 ชุมชน	4.4 การมีส่วนร่วม,4.1 Developing Active Aging 4.2 Elderly 4.3Community 4.4(Participation)"
1026983,"ศึกษาการย้อมสีเส้นไหมจากเมล็ดคำแสดสำหรับอุตสาหกรรมครัวเรือนการย้อมสีเส้นไหมจากเมล็ดคำแสด,Dyeing Silk Annatto Tree Seeds"
1027075,"การส่งเสริมภูมิปัญญาการผลิตอาหาร หม่ำปลอดภัยการส่งเสริม, ภูมิปัญญา, การผลิต, หม่ำ,Enriching, consumers, eat the produce"
1026985,"โครงการตรวจสอบการปลอมปนข้าวพันธุ์ต่างๆ ด้วยเทคนิคอินฟราเรดสเปกโตรสโกปีข้าวปลอมปน, การตรวจสอบ, อินฟราเรดสเปกโตรสโกปี,mixed rice, identification, infrared spectroscopy"
1027005,"การตอบสนองของเชื้อรา Arbuscular mycorrhiza ในดินที่ใส่ถ่านแกลบ ปฏิสัมพันธ์และประสิทธิภาพต่อการเจริญเติบโต และผลผลิตของพริกชี้ฟ้า (Capsicum annuum L.)ถ่านแกลบ อาร์บัสคูลาร์ ไมคอร์ไรซา ปฏิสัมพันธ์ การตอบสนอง พริก,rice husk charcoal, arbuscular mycorrhiza, interaction, chili"
1026990,"ศึกษากลยุทธ์การสอนว่ายน้ำในระดับอุดมศึกษาการสอนว่ายน้ำ, กลยุทธ์,teaching swimming, strategies"
1026992,"การสร้างและพัฒนารูปแบบการเรียนการสอนของสถาบันการพลศึกษาภายใต้ระบบ Education 4.0 ที่เอื้อต่อการเรียนรู้ของนักศึกษาในศตวรรษที่ 21ระบบการศึกษา 4.0,Education 4.0"
1027077,"การผลิตพอลิไฮดรอกซีอัลคาโนเอตจากวัสดุเหลือใช้ทางการเกษตรและผลพลอยได้จากโรงงานอุตสาหกรรมโดยเชื้อแบคทีเรียที่แยกได้จากน้ำทิ้งโรงงานแหนมพอลิไฮดรอกซีอัลคาโนเอต; วัสดุเหลือใช้ทางการเกษตร; ผลพลอยได้จากโรงงานอุตสาหกรรม; นำ้ทิ้ง,polyhydroxyalkanoate; agricultural waste; industrial byproduct; wastewater"
1026999,"การวิจัยเพื่อพัฒนาศูนย์กลางการจัดบริการการแพทย์ฉุกเฉินในระดับพื้นที่ สำหรับผู้สูงอายุไทยการแพทย์ฉุกเฉิน, ศูนย์กลางสุขภาพ ,ผู้สูงอายุ,Emergency Medical Service, Medical Hub, elderly"
1027082,"การวิจัยเชิงปฏิบัติการแบบมีส่วนร่วม การผสมผสานแนวปฏิบัติ 11 ประการ เพื่อรูปแบบการดำเนินชีวิตแห่งสุขภาพและอายุรวัฒน์การผสมผสาน, รูปแบบการดำเนินชีวิตแห่งสุขภาพ, อายุรวัฒน์, แนวปฏิบัติ,combination, healthy lifestyle, anti- aging process, practices"
1027001,"รูปแบบความสัมพันธ์เชิงสาเหตุของสมรรถนะครูที่มีอิทธิพลต่อประสิทธิผลของวิทยาลัยนาฏศิลป์เขตภาคกลางสมรรถนะครู ประสิทธิผลของวิทยาลัยนาฏศิลป์,teacher competency ,Effectiveness of College of Dramatic Arts"
1027008,"การออกแบบและติดตั้งต้นแบบชุดจ่ายพลังงานไฟฟ้าจากเซลล์แสงอาทิตย์ร่วมกับกังหันลมชนิดแกนหมุนแนวตั้งชุดจ่ายพลังงานไฟฟ้าจากเซลล์แสงอาทิตย์ร่วมกับกังหันลมชนิดแกนหมุนแนวตั้ง,Supply of electricity from solar cells with. Vertical axis wind turbine type."
1027006,"การพัฒนาระบบประกันคุณภาพของเครื่องมือแพทย์“เครื่องมือแพทย์,บริหารจัดการ,ประกันคุณภาพ”,“Medical instruments , management, Quality assurance”"
1027019,"การพัฒนาหัววัดแก๊สที่มีโครงสร้างนาโนซิงก์ออกไซด์เป็นฐานสำหรับเครื่องตรวจวัดแอลกอฮอล์แบบพกพาหัววัดแก๊ส,เอทานอล, โครงสร้างนาโน, ซิงก์ออกไซด์,Gas sensor, Ethanol, nanostructures, Zinc Oxide"
1027084,"การพัฒนาต้นแบบ Engineered Stone Slab สู่เชิงพาณิชย์แผ่นหินสังเคราะห์, เอ็นจิเนียร์สโตน, วัสดุผสม, ผงควอตซ์, พอลีเอสเทอร์ ,Artificial Stone Slabs, Engineered Stone, Composite, Quartz Powder, Polyester "
1027020,"การคัดกรองความเสี่ยงของเกษตรกรจากการใช้สารเคมีกำจัดศัตรูพืช ตำบลท่าม่วง อำเภอเสลภูมิ จังหวัดร้อยเอ็ดความเสี่ยง,สารเคมีกำจัดศัตรูพืช,Risk, Pesticides"
1027091,"การศึกษาฤทธิ์กระตุ้นการเจริญของเส้นผมและการพัฒนาผลิตภัณฑ์ป้องกันผมร่วงจากสารสกัดผลเชอรี่กาแฟการศึกษาฤทธิ์กระตุ้นการเจริญของเส้นผมและการพัฒนาผลิตภัณฑ์ป้องกันผมร่วง จากสารสกัดผลเชอรี่กาแฟ 	,Study of hair growth stimulating activity and development of anti-hair loss products with coffee cherry extract "
1027021,"ผลของโปรแกรมส่งเสริมสุขภาพต่อคุณภาพชีวิตผู้สูงอายุในชมรมผู้สูงอายุ เทศบาลตำบลท่าม่วง อำเภอเสลภูมิ จังหวัดร้อยเอ็ด	โปรแกรมส่งเสริมสุขภาพ คุณภาพชีวิตผู้สูงอายุ ชมรมผู้สูงอายุ,Health Promotion Program, Ellery’s Quality of Life, Elderly Club "
1027022,"การมีส่วนร่วมในการเฝ้าระวังสารปนเปื้อนในอาหารชุมชนตำบลเกาะแก้ว อำเภอเสลภูมิ จังหวัดร้อยเอ็ดสารปนเปื้อนในอาหาร,การมีส่วนร่วม,"
1027093,"การพัฒนาเทคนิคการผลิตน้ำเชื้อสุกรแบบแช่แข็งเพื่อการผสมเทียมการผสมเทียม, น้ำเชื้อแช่แข็ง, สุกร,Artificial Insemination, Frozen semen, Boar"
1027036,"การศึกษาศิลปะภาพพิมพ์เทคนิคเพลทแม่พิมพ์เจลลาตินด้วยการใช้สีธรรมชาติในท้องถิ่นของมหาวิทยาลัยราชภัฏร้อยเอ็ดศิลปกรรม,สีธรรมชาติ,ภาพพิมพ์,ภาพพิมพ์สร้างสรรค์,ภาพพิมพ์ชิ้นเดียว,เจลาตินเพลท,สีภาพพิมพ์,,Fineart, Natura lcolors, Printmaking,Monoprint techniques , gelatin plates"
1027100,"ผลของการรักษาอาการปวดหลังจากหมอนรองกระดูกทับเส้นประสาทด้วยการฝังเข็มและรมยา(โกฐจุฬาลัมพาจีน),"
1027102,"ความหลากหลายของเชื้อราน้ำจืด การจัดลำดับอนุกรมวิธาน วงค์วานวิวัฒนาการ และการเป็นปฏิปักษ์ต่อเชื้อราสาเหตุโรคพืชเชื้อปฏิปักษ์, ราน้ำจืด, อนุกรมวิธาน, วงค์วานวิวัฒนาการ,Antagonistic, Freshwater fungi, Taxonomy, Phylogeny"
1027107,"การพัฒนารูปแบบการป้องกันการใช้ยาเสพติด(ยาบ้า)ในกลุ่มเยาวชนชาวเขาระดับชุมชน บนพื้นฐานการพัฒนาสัมพันธภาพเชิงบวกของสถาบันครอบครัวและชุมชนเยาวชน, ยาบ้า, ชาวเขา, ครอบครัว, อาข่า, ลาหู่ ,Youths, Methamphetamine, Hill-tribe, Family, Akha, Lahu   "
1027037,"การพัฒนารูปแบบการให้บริการรักษาและฟื้นฟูสุขภาพ ผู้ป่วยโรคหลอดเลือดสมองด้วยการแพทย์แผนไทย ในโรงพยาบาลการแพทย์แผนไทยการแพทย์แผนไทย, รักษาและฟื้นฟูสุขภาพ, ผู้ป่วยโรคหลอดเลือดสมอง,Thai Traditional Medicine, Cerebrovascular disease."
1027109,"การวิเคราะห์ศักยภาพทางการตลาดและระบบโลจิสติกส์การส่งออกผลิตภัณฑ์แปรรูปยางพารา (ที่นอนและหมอนยางพารา) ในกลุ่มประเทศอาเซียน+3 (จีน เกาหลี ญี่ปุ่น)โซ่อุปทาน ผลิตภัณฑ์แปรรูปยางพารา ต้นทุนโลจิสติกส์ ศักยภาพและโอกาสทางการตลาด จีน ญี่ปุ่น,Supply Chain Rubber Products Logistics Cost Market Opportunities and Business Performance China Japan"
1027116,"โครงการพัฒนา Chiang Rai Food Valley,"
1027038,"ศึกษาสถานการณ์และปัญหาการรักษาผู้ป่วยมะเร็งด้วยการแพทย์แผนไทย โรงพยาบาลการแพทย์แผนไทยการแพทย์แผนไทย, โรคมะเร็งระยะสุดท้าย, การดูแลรักษาผู้ป่วยโรคมะเร็งระยะสุดท้ายแบประคับประคอง,Thai Traditional Medicine, Patient cancer, palliative care"
1027039,"การพัฒนารูปแบบการเรียนรู้เพื่อส่งเสริมการคิดแก้ปัญหาอย่างสร้างสรรค์ของนักเรียน โรงเรียนสังกัดสำนักงานคณะกรรมการการศึกษาขั้นพื้นฐานในภาคตะวันออกเฉียงเหนือโดยใช้กิจกรรมตามแนวคิดสะเต็มศึกษารูปแบบการจัดการเรียนรู้, สะเต็มศึกษา,การคิดแก้ปัญหาอย่างสร้างสรรค์,Model of teaching. STEM Education,Creative Thinking"
1027118,"ผลของช่วงเวลาการผสมเทียมและความเป็นกรด-ด่างต่อสัดส่วนเพศลูกในแพะนมการผสมเทียม ความเป็นกรด-ด่าง เพศของลูก แพะนม,Artificial Insemination, pH, gender, dairy goats"
1009247,การเปรียบเทียบการทำงานของเส้นเสียงระหว่างผู้หญิงที่มีเนื้องอกที่เส้นเสียงชนิดที่ไม่เป็นอันตรายและผู้หญิงเสียงปกติโดยใช้ Electroglottograph
1027125,"ความสัมพันธ์ระหว่างโปรตีน PDC-109 ใน seminal plasma ของ พ่อพันธุ์โคนมทรอปิคอล โฮลสไตน์ ต่อความสามารถในการแช่แข็งน้ำเชื้อเซมินอลพลาสมา, โปรตีน PDC-109, คุณภาพน้ำเชื้อ, ความสามารถในการแช่แข็ง,Seminal plasma , PDC-109 , semen quality, freezability"
1027053,"การศึกษาเปรียบเทียบเทคนิคการตรวจจับการเกิดการจ่ายไฟแบบแยกตัวอิสระระหว่างแบบรีโมทกับแบบโลคอลในระบบจำหน่ายไฟฟ้าที่เชื่อมต่อหน่วยผลิตไฟฟ้าแบบกระจายตัวการป้องกันการเกิดการจ่ายไฟแบบแยกตัวอิสระ, หน่วยผลิตไฟฟ้าแบบกระจายตัว,Anti-Islanding, Distributed Generation"
1027127,"การพัฒนาหลักสูตรฝึกอบรมครูเพื่อเสริมสร้างสมรรถนะการจัดการเรียนรู้ที่ส่งเสริมทักษะกระบวนการคิดหลักสูตรฝึกอบรม,การพัฒนาหลักสูตร,สมรรถนะ,ทักษะกระบวนการคิด,Curriculum Training, Curriculum Development, Competency, Thinking Process Skills"
1027054,"การศึกษาความสัมพันธ์ระหว่าง โฟตอน แรงแม่เหล็กไฟฟ้า และแรงโน้มถ่วงโฟตอน, แรงแม่เหล็กไฟฟ้า, แรงโน้มถ่วง, เครื่องกำเนิดไฟฟ้า,Photon, Electromagnetic Force, Gravity, Generator"
1027132,"การบริหารหอพักนักศึกษาในกำกับมหาวิทยาลัยในรูปแบบการลงทุนทั้งหมดจากภาคเอกชนหอพักในกำกับ การลงทุนของภาครัฐ ,Feasibility Study, Economics Engineering, Dormitory, Investment"
1027055,"การพัฒนาหลักสูตรบูรณาการและฝึกอบรมจิตลักษณะความเป็นพลเมืองดี ในระบอบประชาธิปไตยสำหรับเด็กก่อนวัยเรียนอย่างมีส่วนร่วม ของศูนย์พัฒนาเด็กเล็ก องค์การบริหารส่วนตำบล จังหวัดชัยภูมิ4.1 หลักสูตรบูรณาการ 4.2 การฝึกอบรม	4.3 ประชาธิปไตย	4.4 พลเมือง 4.5 การมีส่วนร่วม,4.1 Integrative Curriculum 4.2 Training 4.3 Democracy 4.4Citizenship 4.5 Participation"
1027134,"การปรับปรุงคุณสมบัติการทนไฟของแผ่นไม้อัดจากชีวมวลในท้องถิ่นโดยใช้สารหน่วงไฟที่ปลอดภัย“ชีวมวล” “ไม้อัด” “คุณสมบัติการทนไฟ” “สารหน่วงไฟ”,“Biomass” “Particleboard” “Flame Retardancy” “Flame Retardants”"
1027056,"การพัฒนาหลักสูตรเสริมสร้างและพัฒนาศักยภาพอาสาสมัครดูแลผู้พิการโดยการมีส่วนร่วมการพัฒนาหลักสูตร,  อาสาสมัคร, ดูแลคนพิการ,Curriculum development ,Volunteer, Care for the disabled"
1027010,"การพัฒนาเครื่องกำเนิดไฟฟ้าขนาด 1,000W โดยใช้แม่เหล็กถาวรเป็นต้นกำลัง สำหรับสถานพยาบาลที่อยู่ห่างไกลทุรกันดาร ทั่วประเทศเครื่องกำเนิดไฟฟ้า , แม่เหล็กถาวร,Generator, a permanent magnet"
1027069,"รูปแบบการพัฒนาครูวิทยาศาสตร์โดยใช้ STEM สำหรับโรงเรียนที่มีครูสอนไม่ตรงสาขาสะเต็มศึกษา ครูสอนไม่ตรงสาขา,STEM Education , Teachers teaching does not match"
1027070,"การพัฒนารูปแบบการเรียนรู้แบบมีส่วนร่วม เพื่อปรับเปลี่ยนพฤติกรรมสุขภาพผู้สูงอายุพฤติกรรมสุขภาพ,มีส่วนร่วม,ผู้สูงอายุ,Health Behavior,Participatory,Elderly"
1027015,"ระบบจัดการสถานที่น่าสนใจและการท่องเทียวในจังหวัดร้อยเอ็ดโปรแกรมประยุกต์บนอุปกรณ์มือถือและอุปกรณ์พกพา,กูเกิลแมพ,ข้อมูลการท่องเที่ยว,การปฏิสัมพันธ์ระหว่างมนุษย์และคอมพิวเตอร์,คิวอาร์โค้ด,Application on Mobile and Handheld Devices, Google Maps , Travel Information, Human Computer Interaction (HCI), Quick Response Code (QR Code)"
1027071,"บทบาทของบุคคลในชุมชนต่อการแก้ปัญหายาเสพติดในชุมชน4.1 บุคคลในชุมชน หมายถึง ผู้นำชุมชน ประชาชน กลุ่มผู้ประสานงาน 4.2 ผู้นำชุมชน หมายถึง ผู้นำองค์กรหรือผู้นำกิจกรรมต่างๆ ในชุมชน เช่น ครู กำนัน ผู้ใหญ่บ้าน ผู้นำทางการเมือง พระภิกษุ 4.3 ประชาชน หมายถึง บุคคลที่มีภูมิลำเนา ตั้งถิ่นฐานอาศัยในเขตชุมชนนั้นๆ ตั้งแต่ดั้งเดิม หรือย้ายถิ่นฐานเข้ามาอยู่ในชุมชนนั้นๆ 4.4 กลุ่มผู้ประสานงาน หมายถึง กลุ่มบุคคลของภาครัฐ หรือภาคเอกชนที่เป็นบุคคลภายนอกทำหน้าที่ติดต่อประสานงานเพื่อดำเนินกิจกรรมในชุมชนนั้น เช่น เจ้าหน้าที่ของทางการ เอกชน มูลนิธิ สมาคม ที่มิได้แสวงหาผลประโยชน์ต่อชุมชน 4.5 บทบาทในการแก้ปัญหายาเสพติด หมายถึง การดำเนินงานในด้านต่างๆดังนี้ ด้านการมีส่วนร่วม ด้านการใช้มาตรการในการป้องกันยาเสพติด ด้านการร่วมพัฒนาการกิจกรรมรูปแบบต่างๆในการแก้ไขปัญหายาเสพติด ด้านการใช้ศาสนากับการป้องกันและรักษาผู้ติดสารเสพติด ด้านจัดทำแผนพัฒนาชุมชนบูรณาการอย่างยั่งยืน ด้านบำบัดช่วยเหลือในชุมชน 4.6 การพัฒนาอย่างยั่งยืน หมายถึง การดำรงชีวิต และการมีชีวิตที่ดีทั้งในปัจจุบัน และอนาคต 4.7 การมีส่วนร่วม หมายถึง ในการพึ่งตนเองร่วมกันเพื่อคิดวิเคราะห์ปัญหา วางแผนดำเนินการ ประเมินผล และติดตามในการแก้ไขปัญหาร่วมกัน การประสานงานผู้นำในชุมชน การร่วมพัฒนาหมู่บ้านกับประชาชน และหน่วยงานที่เกี่ยวข้องในด้าน 4.8 ยาเสพติด หมายถึง สารเคมี หรือวัตถุชนิดหนึ่ง ซึ่งเมื่อเสพเข้าสู่ร่างกาย ไม่ว่าจะโดยการรับประทาน ดม สูด ฉีด หรือด้วยประการใด ๆ แล้วทำให้เกิดผลกระทบต่อร่างกายและจิตใจ ลักษณะสำคัญเช่น ต้องการเพิ่มขนาดการเสพมากขึ้น มีการออกอาการเมื่ออยากยา และเป็นผลอันตรายต่อร่างกายและจิตใจของผู้เสพ,-"
1027141,"การพัฒนาระบบควบคุมสภาพแวดล้อมอัตโนมัติสำหรับโรงเพาะเห็ดฟางบนพื้นฐานของอินเตอร์เน็ตในทุกสิ่ง (Internet of Things)เห็ดฟาง, ระบบควบคุมสภาพแวดล้อม, เกษตรกรปราดเปรื่อง,Straw mushroom, Environmental Control System, Smart Farmer"
1027017,"ระบบการผลิตกระบือและการจัดการโซ่อุปทานของกระบือ ในตำบลท่าม่วง อำเภอเสลภูมิ จังหวัดร้อยเอ็ด เพื่อการใช้ประโยชน์ และการอนุรักษ์อย่างยั่งยืนกระบือ  ระบบการผลิตกระบือ  ห่วงโซ่อุปทาน ตำบลท่าม่วง จังหวัดร้อยเอ็ด,"
